date,open,high,low,close,volume,Name
5/15/13,448.1978,458.6482,447.457,458.4029,7962426,GOOGL
5/16/13,459.9595,460.4499,451.456,452.3869,6410573,GOOGL
5/17/13,455.465,457.2012,450.7103,455.0446,5578028,GOOGL
5/20/13,452.9525,460.7603,452.9525,454.7193,4540849,GOOGL
5/21/13,454.464,456.2858,449.2538,453.9385,3961409,GOOGL
5/22/13,451.7313,455.1097,443.8834,445.1547,5116072,GOOGL
5/23/13,438.9385,445.425,437.437,441.8364,4545347,GOOGL
5/24/13,438.0676,439.8494,435.9405,437.0967,4588931,GOOGL
5/28/13,442.1918,446.5161,440.6402,441.0756,4510310,GOOGL
5/29/13,438.2929,439.434,432.5771,434.5892,4022272,GOOGL
5/30/13,435.395,439.8895,433.6382,435.8154,4237137,GOOGL
5/31/13,434.4941,438.9385,434.1938,436.0446,3934779,GOOGL
6/3/13,436.9365,437.4219,427.9375,434.2488,4946046,GOOGL
6/4/13,434.3589,435.7303,427.462,429.9796,3733157,GOOGL
6/5/13,431.6863,435.1597,428.9936,430.2799,4208973,GOOGL
6/6/13,432.5822,433.5982,424.0336,432.7523,5152857,GOOGL
6/7/13,435.6452,440.44,433.0927,440.3049,5342795,GOOGL
6/10/13,441.491,445.9455,440.4851,445.5551,4670835,GOOGL
6/11/13,442.427,443.9435,440.1998,440.3449,3511453,GOOGL
6/12/13,443.1727,443.443,435.2598,436.426,4405093,GOOGL
6/13/13,434.9245,440.2698,433.1827,438.9385,4135093,GOOGL
6/14/13,440.49,442.7923,437.5021,437.9575,4485457,GOOGL
6/17/13,440.0546,445.1597,439.5791,443.5681,4287768,GOOGL
6/18/13,444.7693,450.9505,444.6192,450.7603,4329191,GOOGL
6/19/13,451.1357,455.8754,449.1988,450.7903,5825958,GOOGL
6/20/13,447.442,450.9505,442.0967,442.8124,6737253,GOOGL
6/21/13,444.6142,445.3849,436.9715,440.9055,7956472,GOOGL
6/24/13,436.3759,438.5982,432.0566,435.3299,6027497,GOOGL
6/25/13,439.0686,440.2798,432.6873,433.5331,5101271,GOOGL
6/26/13,437.3119,439.439,435.7203,437.2618,3658997,GOOGL
6/27/13,439.8394,442.7873,438.7633,438.9735,3849059,GOOGL
6/28/13,437.8875,441.3609,437.5326,440.6252,4693361,GOOGL
7/1/13,443.6682,446.486,442.9425,444.3839,3443061,GOOGL
7/2/13,445.5451,445.9455,439.0736,441.5962,3779117,GOOGL
7/3/13,440.45,445.0296,439.6893,443.6582,2095161,GOOGL
7/5/13,445.45,448.1527,444.1137,447.1917,3400260,GOOGL
7/8/13,450.0546,453.5881,448.9905,452.9975,3934965,GOOGL
7/9/13,455.9555,456.9315,449.439,453.0726,3923293,GOOGL
7/10/13,452.1767,456.0231,450.6402,453.448,3411271,GOOGL
7/11/13,456.9565,460.8654,454.7143,460.5801,5162480,GOOGL
7/12/13,460.46,461.9615,458.0776,461.9615,5131083,GOOGL
7/15/13,462.6121,464.464,458.6382,462.8073,3916715,GOOGL
7/16/13,464.0286,464.449,457.4069,460.2638,3961942,GOOGL
7/17/13,460.9605,463.8934,458.6082,459.7343,3008727,GOOGL
7/18/13,459.9545,460.46,452.0466,455.7953,7211592,GOOGL
7/19/13,443.7483,451.9265,438.2428,448.7473,14703570,GOOGL
7/22/13,451.451,456.7913,448.9485,455.8053,5800599,GOOGL
7/23/13,455.8053,456.9565,450.2348,452.3519,4086567,GOOGL
7/24/13,454.0836,455.6051,450.8003,451.9015,4151405,GOOGL
7/25/13,447.3819,448.8734,443.483,444.2939,5995870,GOOGL
7/26/13,443.9385,445.44,441.441,443.1177,3551790,GOOGL
7/29/13,442.8924,447.8574,440.8854,441.5761,3780304,GOOGL
7/30/13,443.1727,448.2528,440.8754,445.9055,3508124,GOOGL
7/31/13,446.9415,448.7028,443.5331,444.3189,4341642,GOOGL
8/1/13,447.9475,452.7273,447.9475,452.5621,4267479,GOOGL
8/2/13,452.1717,453.9535,450.8604,453.7383,3424306,GOOGL
8/5/13,453.1477,453.2153,450.0496,452.9525,2616825,GOOGL
8/6/13,452.7973,455.3094,448.3129,448.7333,3009141,GOOGL
8/7/13,447.9675,449.6742,444.9895,445.7703,2756731,GOOGL
8/8/13,448.1927,448.3679,443.0901,446.7763,2973117,GOOGL
8/9/13,445.7253,448.2078,445.445,445.6502,2644677,GOOGL
8/12/13,443.8934,443.9435,441.2658,443.1978,2751317,GOOGL
8/13/13,443.8584,444.6943,438.5381,441.0656,2837087,GOOGL
8/14/13,439.6242,440.5551,434.0136,435.3399,4160234,GOOGL
8/15/13,432.6522,432.8925,429.429,430.2598,3737686,GOOGL
8/16/13,431.0706,431.6512,428.6983,428.8825,3346827,GOOGL
8/19/13,429.2839,436.436,429.1537,433.2578,3618232,GOOGL
8/20/13,434.6092,436.4911,432.2018,433.1427,2470048,GOOGL
8/21/13,435.7603,438.893,433.6832,435.0997,3511155,GOOGL
8/22/13,436.7864,437.8124,435.5601,437.2919,1738084,GOOGL
8/23/13,439.3539,439.439,435.3099,435.5401,2151834,GOOGL
8/26/13,435.435,437.8875,433.458,433.6282,2110258,GOOGL
8/27/13,430.2398,432.2969,424.3739,425.5001,3460148,GOOGL
8/28/13,425.5501,428.1327,424.3089,424.6993,2657159,GOOGL
8/29/13,424.9595,430.6202,424.7193,428.1427,2739876,GOOGL
8/30/13,428.3079,429.449,423.2028,423.8734,3719495,GOOGL
9/3/13,427.6072,433.5281,427.402,430.6202,4091181,GOOGL
9/4/13,430.6052,437.1868,428.0126,436.2528,4078388,GOOGL
9/5/13,437.1868,440.3799,436.2408,440.2198,2582619,GOOGL
9/6/13,441.6612,442.3319,437.3069,440.2298,3120390,GOOGL
9/9/13,442.3069,445.3199,441.6512,444.471,2466701,GOOGL
9/10/13,445.455,446.446,442.4421,444.7793,2572899,GOOGL
9/11/13,444.7143,448.9335,443.483,448.5431,3218136,GOOGL
9/12/13,449.1487,449.399,445.45,446.9785,2188741,GOOGL
9/13/13,447.6972,448.2878,442.8624,444.9785,2649123,GOOGL
9/16/13,448.5481,448.9485,442.8774,444.3239,2679542,GOOGL
9/17/13,444.1487,444.6417,440.9405,443.4981,2516547,GOOGL
9/18/13,443.6182,452.437,441.9766,452.1117,3866699,GOOGL
9/19/13,453.448,453.448,448.1477,449.6442,3192527,GOOGL
9/20/13,449.6442,452.5171,448.2578,452.0066,8683934,GOOGL
9/23/13,448.5231,451.2458,443.0426,443.6932,3551333,GOOGL
9/24/13,443.6932,445.495,441.1407,443.8634,2937129,GOOGL
9/25/13,443.7183,443.7183,438.2378,439.0536,3299275,GOOGL
9/26/13,439.5892,441.8164,437.9375,439.5241,2517297,GOOGL
9/27/13,437.8474,439.1988,436.0907,438.6332,2515129,GOOGL
9/30/13,434.9745,440.8604,434.5892,438.393,3443163,GOOGL
10/1/13,440.5651,444.2788,440.465,443.9455,3366200,GOOGL
10/2/13,441.8064,445.1222,439.3489,444.439,2987680,GOOGL
10/3/13,444.444,447.4971,436.486,438.483,4232991,GOOGL
10/4/13,437.9375,439.1937,435.435,436.6112,2713297,GOOGL
10/7/13,434.1587,437.432,432.4871,433.3029,2585249,GOOGL
10/8/13,433.0927,433.423,426.2408,427.2618,3894014,GOOGL
10/9/13,428.5681,431.7563,421.9115,428.3579,5297349,GOOGL
10/10/13,432.3519,434.8494,430.5351,434.5541,4513349,GOOGL
10/11/13,433.448,437.1767,433.0827,436.431,2815009,GOOGL
10/14/13,433.7633,438.5631,433.1277,438.4931,2484861,GOOGL
10/15/13,438.3179,443.2578,437.437,441.446,3186368,GOOGL
10/16/13,443.3779,449.6142,442.447,449.4635,4019552,GOOGL
10/17/13,446.9415,448.8985,443.3079,444.8414,8504739,GOOGL
10/18/13,488.7783,508.2378,487.487,506.2097,23145371,GOOGL
10/21/13,506.2357,510.0095,500.2748,502.1517,7259073,GOOGL
10/22/13,503.0025,507.0065,498.3934,504.0035,4418539,GOOGL
10/23/13,501.0005,517.8923,500.8153,516.2192,5329842,GOOGL
10/24/13,516.4509,520.8053,512.9124,513.2878,4182126,GOOGL
10/25/13,514.9244,514.9244,505.8754,508.1076,4057618,GOOGL
10/28/13,508.1076,512.2267,506.999,508.0075,2330470,GOOGL
10/29/13,510.0596,518.9885,507.2568,518.6381,3213379,GOOGL
10/30/13,519.2337,519.2738,513.513,515.7252,2651548,GOOGL
10/31/13,514.9795,521.2827,512.497,515.8053,3276793,GOOGL
11/1/13,516.4109,518.5179,513.0625,514.0335,2565311,GOOGL
11/4/13,516.2658,516.7012,511.526,513.5661,2276094,GOOGL
11/5/13,510.6852,516.3408,509.2187,511.2708,2360615,GOOGL
11/6/13,513.3128,514.0135,508.1927,511.8864,1827421,GOOGL
11/7/13,511.8163,512.477,504.3238,504.479,3356785,GOOGL
11/8/13,504.8794,509.7593,504.7543,508.523,2586430,GOOGL
11/11/13,505.2598,508.473,504.504,505.8003,2223333,GOOGL
11/12/13,504.3539,509.2888,503.0025,506.3959,2435485,GOOGL
11/13/13,503.8784,516.9414,503.7532,516.7512,3164843,GOOGL
11/14/13,517.477,520.3949,515.6902,518.1326,2334603,GOOGL
11/15/13,517.9524,519.519,515.6707,517.2968,2552991,GOOGL
11/18/13,518.3929,524.8944,515.1358,516.2908,3516981,GOOGL
11/19/13,516.3759,517.8924,512.0365,513.1146,2260977,GOOGL
11/20/13,515.49,517.1967,510.6902,511.6662,1929141,GOOGL
11/21/13,514.0135,519.6742,513.513,517.552,2182811,GOOGL
11/22/13,517.2267,518.6031,515.1259,516.4609,2506114,GOOGL
11/25/13,519.0986,527.1216,518.0288,523.488,3222795,GOOGL
11/26/13,524.8243,531.2808,521.989,529.7342,4569794,GOOGL
11/27/13,531.546,534.534,530.53,532.0866,2244873,GOOGL
11/29/13,531.6111,533.8433,530.2547,530.3248,2383163,GOOGL
12/2/13,532.2868,533.7082,525.9054,527.7672,2747720,GOOGL
12/3/13,526.0005,532.2517,525.0345,527.1566,3352755,GOOGL
12/4/13,526.2107,532.522,525.525,529.6191,2381896,GOOGL
12/5/13,529.1286,530.3598,526.0705,529.1987,2267570,GOOGL
12/6/13,535.4299,535.535,530.57,535.4699,2859610,GOOGL
12/9/13,536.0305,541.6962,534.544,539.6091,2965241,GOOGL
12/10/13,538.6131,546.7012,538.3628,542.8723,3708515,GOOGL
12/11/13,544.2437,546.2057,538.1226,539.1836,3420250,GOOGL
12/12/13,540.3248,542.0115,535.0345,535.515,3189806,GOOGL
12/13/13,538.2377,538.6831,529.4714,530.9254,4325193,GOOGL
12/16/13,532.532,537.8823,531.536,537.0265,3209141,GOOGL
12/17/13,536.9464,540.9204,534.7242,535.4649,3076757,GOOGL
12/18/13,536.4609,543.0175,530.0495,542.9174,4420671,GOOGL
12/19/13,540.9241,546.541,540.0795,543.6531,3328683,GOOGL
12/20/13,544.6942,551.1356,544.544,550.8603,6528306,GOOGL
12/23/13,554.4739,558.4578,553.1126,558.1075,3443417,GOOGL
12/24/13,558.0425,558.1776,554.6041,556.4759,1466873,GOOGL
12/26/13,557.562,560.0595,554.8993,559.2887,2674340,GOOGL
12/27/13,560.56,560.7001,557.0265,559.7592,3137143,GOOGL
12/30/13,560.7302,560.8102,555.0645,555.2847,2470947,GOOGL
12/31/13,556.6761,561.0605,553.6831,560.9154,2713886,GOOGL
1/2/14,558.2877,559.4339,554.6842,557.1166,3641796,GOOGL
1/3/14,558.0575,559.0235,553.0175,553.0525,3335123,GOOGL
1/6/14,557.0615,559.9894,553.7732,559.2187,3538026,GOOGL
1/7/14,563.0625,570.4148,561.1406,569.9982,5102895,GOOGL
1/8/14,573.573,574.2337,567.2116,571.1856,4482406,GOOGL
1/9/14,572.2917,572.6821,563.3428,565.6851,4166963,GOOGL
1/10/14,570.1095,570.1095,561.6861,565.6551,4286833,GOOGL
1/13/14,563.7982,574.0284,559.1436,562.0515,4846384,GOOGL
1/14/14,569.544,576.0755,564.609,575.2747,4964064,GOOGL
1/15/14,577.0715,578.0775,572.4669,574.8843,3898126,GOOGL
1/16/14,575.1245,579.5435,574.574,578.6881,3368030,GOOGL
1/17/14,579.0034,580.8953,572.6721,575.8403,5526753,GOOGL
1/21/14,581.0455,582.582,576.2256,582.4319,3958240,GOOGL
1/22/14,583.8883,584.5289,580.0094,583.0925,3144547,GOOGL
1/23/14,580.58,581.8262,577.7622,580.63,3899387,GOOGL
1/24/14,576.0805,577.3493,562.0615,562.4769,7844849,GOOGL
1/27/14,563.6131,563.8133,541.6761,551.1656,8717239,GOOGL
1/28/14,555.7152,563.4374,555.525,562.0665,4431015,GOOGL
1/29/14,560.1196,561.4359,550.2597,554.0135,4818464,GOOGL
1/30/14,573.0725,576.8212,564.1886,568.2647,10271942,GOOGL
1/31/14,586.2607,593.8633,576.1406,591.0755,11128460,GOOGL
2/3/14,590.1896,591.4519,566.5685,567.2817,9142062,GOOGL
2/4/14,569.564,578.0775,569.0735,569.6491,5625848,GOOGL
2/5/14,572.2617,575.9604,564.574,572.1716,4796442,GOOGL
2/6/14,576.1406,580.6601,574.3488,580.56,3892615,GOOGL
2/7/14,584.3988,589.5389,580.8608,589.3087,5369247,GOOGL
2/10/14,586.4859,591.7912,585.0945,587.0515,3887391,GOOGL
2/11/14,590.6751,596.529,586.6911,595.6851,4101524,GOOGL
2/12/14,595.0945,595.595,591.2807,593.9383,3447898,GOOGL
2/13/14,590.9654,600.5499,590.4198,600.5499,3670172,GOOGL
2/14/14,598.4028,602.7972,596.9964,602.0014,4384276,GOOGL
2/18/14,601.3057,607.0414,600.6,606.0454,4217243,GOOGL
2/19/14,603.2527,605.2146,599.3498,601.7712,4207187,GOOGL
2/20/14,602.1716,604.0459,600.7101,602.6571,3400388,GOOGL
2/21/14,604.5089,605.5399,602.0189,602.4969,3722587,GOOGL
2/24/14,603.2827,610.6901,603.1526,606.8613,3347574,GOOGL
2/25/14,608.578,612.8623,605.8169,610.61,2885475,GOOGL
2/26/14,612.612,615.0544,607.4869,610.6951,3963644,GOOGL
2/27/14,609.8042,612.7296,609.114,610.2146,2519069,GOOGL
2/28/14,610.7802,612.7071,603.7131,608.4328,4624567,GOOGL
3/3/14,603.9784,604.5239,596.6661,601.9463,4204777,GOOGL
3/4/14,608.1075,608.608,605.3547,608.0625,2939123,GOOGL
3/5/14,608.1325,612.1515,606.3087,609.7391,2469910,GOOGL
3/6/14,611.7511,613.6856,609.9093,610.4148,2536645,GOOGL
3/7/14,614.0134,614.1061,606.3247,608.0024,3027992,GOOGL
3/10/14,608.4528,609.4263,602.6471,606.3908,2428458,GOOGL
3/11/14,607.4919,607.7671,598.9183,600.595,3427419,GOOGL
3/12/14,598.7982,604.5289,592.6871,604.2536,3929924,GOOGL
3/13/14,604.579,605.8552,592.9724,595.1245,4686593,GOOGL
3/14/14,591.586,596.0304,586.8513,586.9864,4598973,GOOGL
3/17/14,590.2146,599.1335,589.6441,596.646,4328765,GOOGL
3/18/14,597.9323,606.3708,597.1265,606.2356,3639572,GOOGL
3/19/14,606.5059,606.601,597.8022,600.2246,3222579,GOOGL
3/20/14,600.575,605.4098,598.2777,599.1786,3366583,GOOGL
3/21/14,603.7582,605.4198,591.8162,592.1115,6414897,GOOGL
3/24/14,592.6871,593.0425,573.548,579.544,6072230,GOOGL
3/25/14,583.583,585.5049,574.0735,579.9394,4821269,GOOGL
3/26/14,581.586,586.3708,566.3157,566.551,5154891,GOOGL
3/27/14,565.9904,566.536,551.601,557.6971,7645706,GOOGL
3/28/14,560.0595,567.1616,559.4439,560.6351,4513323,GOOGL
3/31/14,565.7652,568.0675,556.9814,557.8123,3880673,GOOGL
4/1/14,560.6951,569.3188,559.559,568.0124,4360891,GOOGL
4/2/14,571.5209,572.9724,562.5621,568.1176,4167353,GOOGL
4/3/14,573.39,588.3,566.01,571.5,4019626,GOOGL
4/4/14,578.55,579.7173,544.494,545.25,5366972,GOOGL
4/7/14,544.79,549.85,530.53,540.63,3961552,GOOGL
4/8/14,545.05,559.88,544.7,557.51,3488768,GOOGL
4/9/14,565.84,567.8,555.38,567.04,3033589,GOOGL
4/10/14,568,568.21,545.5,546.69,3296996,GOOGL
4/11/14,537.94,547.59,533.4,537.76,3175460,GOOGL
4/14/14,543.66,553.02,540.52,545.2,2541398,GOOGL
4/15/14,551,552.89,530.64,548.7,3999843,GOOGL
4/16/14,557.7,564,553.1,563.9,4588541,GOOGL
4/17/14,556.32,557,539.4,543.34,5616862,GOOGL
4/21/14,544,544,534,539.37,2425207,GOOGL
4/22/14,536,547.995,536,545.5,2331121,GOOGL
4/23/14,543.67,544.8,528.1277,537.51,1959330,GOOGL
4/24/14,541.69,542.5,531,534.44,2069559,GOOGL
4/25/14,532.26,533.86,522.5,523.1,2372604,GOOGL
4/28/14,525.8,525.9,511,522.98,3752779,GOOGL
4/29/14,523.89,537.76,523,536.33,2535967,GOOGL
4/30/14,535.12,536.34,529.09,534.88,2038658,GOOGL
5/1/14,534.25,539.91,532.86,538.53,2004375,GOOGL
5/2/14,541.44,542.4,533.27,533.87,1781595,GOOGL
5/5/14,530.24,535.72,527.58,535.33,1228797,GOOGL
5/6/14,533.41,534.548,522.2601,522.57,1835318,GOOGL
5/7/14,523.25,524.43,511.09,518,3074346,GOOGL
5/8/14,515.72,527.35,514.46,520.17,2452197,GOOGL
5/9/14,518.65,527.35,514.28,526.62,2261447,GOOGL
5/12/14,531.84,538.75,527.51,538.43,1949291,GOOGL
5/13/14,539.58,543.99,537.9,541.54,2011963,GOOGL
5/14/14,541.82,541.82,533.11,534.41,1281148,GOOGL
5/15/14,533.14,533.9999,525.31,529.12,1833044,GOOGL
5/16/14,529.6,530.84,523.57,528.3,1907733,GOOGL
5/19/14,528.88,539.35,525.66,538.83,1977885,GOOGL
5/20/14,540,546.35,536.57,540.39,2425292,GOOGL
5/21/14,542.9,549.75,542.11,549.7,1564854,GOOGL
5/22/14,552.2,557.96,551,555.45,2149757,GOOGL
5/23/14,558.13,565,554.17,563.8,2672674,GOOGL
5/27/14,567.78,574.87,564.15,574.87,2191828,GOOGL
5/28/14,574.57,577.66,569.952,570.45,1581576,GOOGL
5/29/14,573.39,573.48,568.4525,570.56,1411296,GOOGL
5/30/14,571.64,572.58,565.79,571.65,1871737,GOOGL
6/2/14,569.75,570.41,556.7,564.34,1663640,GOOGL
6/3/14,560.9,562.4,552.5275,554.51,2031647,GOOGL
6/4/14,551.52,558.58,548.56,553.76,1729192,GOOGL
6/5/14,557.11,565,555.05,564.93,1796370,GOOGL
6/6/14,568.16,568.7999,559.58,566.03,1740934,GOOGL
6/9/14,566.75,572,565.22,570.73,1529959,GOOGL
6/10/14,568.78,572,566.13,568.3,1485115,GOOGL
6/11/14,565.92,568.97,563.68,567.5,1129173,GOOGL
6/12/14,567,567,557.15,559.5,1549487,GOOGL
6/13/14,560.08,560.65,553.72,560.35,1353343,GOOGL
6/16/14,557.25,557.99,550,552.3,1971842,GOOGL
6/17/14,552.36,553.74,547.47,550.615,1481669,GOOGL
6/18/14,552.8,561.4,551.58,560.66,2060681,GOOGL
6/19/14,561.15,565,556.6679,564.99,2630539,GOOGL
6/20/14,566.45,566.77,559.37,566.52,3162147,GOOGL
6/23/14,564.35,574.44,563.5,574.29,1724098,GOOGL
6/24/14,574.22,582.25,569.16,572.54,2844325,GOOGL
6/25/14,573.55,587.3,573.26,585.93,2114743,GOOGL
6/26/14,589.3,589.6,579.6,584.77,2012360,GOOGL
6/27/14,585.45,587.88,582.62,585.69,2022118,GOOGL
6/30/14,586.76,587.71,583.29,584.67,1479411,GOOGL
7/1/14,587.65,593.66,586.29,591.49,1644628,GOOGL
7/2/14,592.26,594.15,589.11,590.78,1197005,GOOGL
7/3/14,591.7,594.25,589,593.08,898852,GOOGL
7/7/14,593.51,595.645,587.94,590.76,1337088,GOOGL
7/8/14,586.365,587.97,574,578.4,2129924,GOOGL
7/9/14,578.95,584.1,577,583.36,1373056,GOOGL
7/10/14,573,585.25,572.1001,580.04,1436326,GOOGL
7/11/14,581,588.23,580.575,586.65,1514265,GOOGL
7/14/14,590.6,594.86,586.693,594.26,1954612,GOOGL
7/15/14,595.15,595.2999,585.31,593.06,1673979,GOOGL
7/16/14,596.89,597,590.25,590.62,1442211,GOOGL
7/17/14,588.97,589.5,576.85,580.82,2941648,GOOGL
7/18/14,603.01,606.7,590.92,605.11,4874260,GOOGL
7/21/14,601.35,604.16,594.45,598.44,2240111,GOOGL
7/22/14,599.7,608.89,599.2576,603.57,1881665,GOOGL
7/23/14,602.05,607.05,601.35,605.19,1106136,GOOGL
7/24/14,605.53,608.91,601,603.01,1355974,GOOGL
7/25/14,599.25,601,595.75,598.08,1361911,GOOGL
7/28/14,597.75,601.098,592.59,599.02,1358071,GOOGL
7/29/14,597.7,598.49,592.17,593.95,1366729,GOOGL
7/30/14,595.81,598.45,592.7,595.44,1215576,GOOGL
7/31/14,588.96,591.9899,577.68,579.55,2310471,GOOGL
8/1/14,578.555,583.43,570.3,573.6,2213790,GOOGL
8/4/14,576.51,583.82,572.26,582.27,1524818,GOOGL
8/5/14,579.38,580.2,570.31,573.14,1651342,GOOGL
8/6/14,569.5,578.644,567.45,574.49,1322878,GOOGL
8/7/14,576.05,578.31,569.43,571.81,1163027,GOOGL
8/8/14,572.02,579.5639,569.02,577.94,1495022,GOOGL
8/11/14,579,579.69,575.298,577.25,1203357,GOOGL
8/12/14,575,575.9,569.91,572.12,1394939,GOOGL
8/13/14,576.45,586.125,575.2,584.56,1898206,GOOGL
8/14/14,586.69,587.8,580.92,584.65,1272879,GOOGL
8/15/14,587.5,589.47,580.76,583.71,1725358,GOOGL
8/18/14,587.1,595.05,586.55,592.7,1470756,GOOGL
8/19/14,595.59,597.81,594.44,597.11,1045258,GOOGL
8/20/14,596.95,596.99,593.001,595.41,968617,GOOGL
8/21/14,594.9,595.25,591.101,592.42,1133593,GOOGL
8/22/14,593.27,594.99,589.8,592.54,877464,GOOGL
8/25/14,594.77,595.58,589.26,590.57,1298049,GOOGL
8/26/14,592,592.05,587.45,588.12,1471953,GOOGL
8/27/14,587.81,589.37,580.9,583,1368766,GOOGL
8/28/14,580.02,584.71,577.88,580.32,1405950,GOOGL
8/29/14,582.35,582.8999,578.24,582.36,1206884,GOOGL
9/2/14,582.95,589.3,582.4,588.63,1585277,GOOGL
9/3/14,591.73,594.49,586.5,589.52,1579779,GOOGL
9/4/14,592.13,598,590.6,593.14,1634585,GOOGL
9/5/14,595.13,598.5,593.55,597.78,1799855,GOOGL
9/8/14,599.14,603.52,598.0231,601.63,1601244,GOOGL
9/9/14,600.27,600.6,590.48,591.97,1574573,GOOGL
9/10/14,591.74,593.72,587.14,593.42,1160291,GOOGL
9/11/14,590,591.945,586.04,591.11,1501451,GOOGL
9/12/14,590.39,591.48,583.28,584.9,1852271,GOOGL
9/15/14,582.24,583.92,577.01,581.64,1550110,GOOGL
9/16/14,580.95,590.15,580.95,588.78,1581589,GOOGL
9/17/14,589.51,596.07,587.12,593.29,1720921,GOOGL
9/18/14,595.05,597.56,593.02,597.27,1494467,GOOGL
9/19/14,599.49,605.4,597.76,605.4,4194630,GOOGL
